"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" 0.333120332972612 0.671273777435999 0.613274896313669 0.15753107771161 0.813895049795974 0.0992792683537118 0.962273733952316 0.487399823148735
"2" 0.628210347320419 0.402482763980515 0.168958691647276 0.00690227709128521 0.910993261670228 0.319428920774953 0.549114329827717 0.797495719336439
"3" 0.0855006578494795 0.742469326331047 0.509768995223567 0.422047352854861 0.371180418733275 0.903571076778462 0.760198639036389 0.159657396259718
"4" 0.987537815584801 0.618739049881697 0.478530347114429 0.828015662380494 0.667057355050929 0.266477273311466 0.209611617523478 0.119095398229547
"5" 0.614940838218899 0.772576638875762 0.326707706175512 0.157146642508451 0.958024521416519 0.693099883152172 0.46030111509026 0.0754968808614649
"6" 0.676150959625375 0.917487595434068 0.387992964911973 0.257341492077103 0.184576270607067 0.0629019490152132 0.775111223978456 0.574592340359231
"7" 0.560722822876414 0.643972427031258 0.451345169101842 0.773039943916956 0.343232837039977 0.0269372816255782 0.212388573680073 0.975489727017703
"8" 0.609570272732526 0.1380270307709 0.377199607173679 0.776431007718202 0.944113331090193 0.705031615390908 0.262242910917848 0.106076456082519
"9" 0.375580937572522 0.523239191708853 0.737367548805196 0.014975653932197 0.27956286657718 0.211329421697883 0.783104360743891 0.99340006170678
"10" 0.690675441524945 0.358186063094763 0.158018213754985 0.845145146682626 0.91122136861668 0.106649998517241 0.525133659830317 0.469259021891048
"11" 0.757844522711821 0.7269570712524 0.468778830574593 0.216089045425178 0.258683621039381 0.104100777069107 0.978016083710827 0.555402430414688
"12" 0.341872569435509 0.81389333459083 0.711003748612711 0.0832852164166979 0.57388670599903 0.948404353635851 0.195643092767568 0.4415333342331
"13" 0.446689575532218 0.845089892420219 0.513416632195003 0.664266237581614 0.331872997194296 0.088812341215089 0.945938650955213 0.233093819930218
"14" 0.707831677456852 0.424648992076982 0.551292629475938 0.196911188890226 0.0206649481260683 0.984834323870018 0.826590102689806 0.272940285329241
"15" 0.70656294663786 0.455441682017408 0.0314400629140437 0.325168431852944 0.96687925743754 0.581081616634037 0.186943145556143 0.771080303209601
"16" 0.93767980003031 0.0462592435651459 0.607727623195387 0.292242185008945 0.678952026646584 0.769408951018704 0.480738555314019 0.244492280005943
"17" 0.144802028196864 0.694209762586979 0.355758263031021 0.937474513746565 0.551894507254474 0.807367871835595 0.120338791457471 0.439742997026769
"18" 0.0268173798394855 0.254720253753476 0.473124302690849 0.784639495017473 0.534332466660999 0.712486008473206 0.1313062463596 0.885786091646878
"19" 0.450749462092062 0.148908150731586 0.953066931368085 0.662888051185291 0.35604930849513 0.773587212781422 0.624748778936919 0.0535230489622336
"20" 0.609175723831868 0.703005946328631 0.785784942301689 0.277995436772471 0.189055015827762 0.431863725476433 0.90663184033474 0.0516967014991678
"21" 0.604090951528633 0.133760136959609 0.44962491246406 0.930051354953321 0.113856201031012 0.296073161967797 0.847351798845921 0.700640038907295
"22" 0.332887668831972 0.776576212607324 0.625574836303713 0.00025938541512005 0.945392673864262 0.193981627438916 0.517413118563127 0.41818925057305
"23" 0.683656364330091 0.543131025857292 0.137676466431003 0.445200050773565 0.846977375738788 0.903202030604007 0.350531746866181 0.000894342054380104
"24" 0.431780092447298 0.984650380472885 0.855020358751062 0.598360082454747 0.632334458758123 0.0128407767624594 0.312791130796541 0.179851614520885
"25" 0.480805293947924 0.662880983640207 0.201943786785705 0.341158938768785 0.60468806521385 0.823538470809581 0.0203211101761553 0.988331770553486
"26" 0.839852400444215 0.531662831694121 0.392565499147167 0.642827679985203 0.186001456866506 0.124318610236514 0.286419616168132 0.97080871660728
"27" 0.424506666604429 0.083270532079041 0.296597242559073 0.504208883765386 0.806912661239039 0.90069354523439 0.630860329722054 0.213762566505466
"28" 0.760527221107623 0.609352433704771 0.422619702439988 0.991792746586725 0.234778587473556 0.698342872841749 0.268017857917584 0.118715114454972
"29" 0.10586403880734 0.349540286406409 0.445367018168326 0.612816637498327 0.890131832711631 0.655279491067631 0.195586721005384 0.874524199258303
"30" 0.778924156911671 0.930147006933112 0.585645400627982 0.398341510997852 0.155607802589657 0.300303714146139 0.0996615491167177 0.695337931858376
"31" 0.16105152113596 0.0729587874084245 0.261778020765632 0.951678851328325 0.68981053942116 0.867681634787004 0.519560400105547 0.456139374669874
"32" 0.248304430919234 0.919016394414939 0.282977453840431 0.485551143414341 0.68198624017532 0.0152354943566024 0.60250342549989 0.846972082857974
"33" 0.479237038292922 0.128853276837617 0.581578213081229 0.330672524956753 0.826932872296311 0.683964895608369 0.0727630012843292 0.87806374891079
"34" 0.186834631516831 0.896027537994087 0.657880712475162 0.0427439136547036 0.285980486281915 0.506583757989574 0.402357255632523 0.824076110176975
"35" 0.320931964204647 0.930509173689643 0.669863271381473 0.115135957836173 0.535130060947267 0.837779664376285 0.218281010224018 0.461758296034532
"36" 0.0247339457564522 0.796565009950427 0.313468161824858 0.562451932462864 0.625395721639507 0.981779362715315 0.425178931647679 0.206349611893529
"37" 0.700370406731963 0.614303896640195 0.814896620431682 0.0302487162698526 0.885907420626609 0.32373935895157 0.486537691176636 0.189912645844743
"38" 0.408363732916769 0.0395729420997668 0.763603800180135 0.353935097518843 0.588598025467945 0.239351302065188 0.87598394980887 0.647568984946702
"39" 0.195784970885143 0.287877939059399 0.869305346830515 0.929839882795932 0.678160753363045 0.00552120184875093 0.420813631615601 0.543251736846287
"40" 0.989481631462695 0.0162085781048518 0.744911028421484 0.857089683209779 0.346930502040777 0.457496921153506 0.539656953071244 0.18075255889562
"41" 0.890634966082871 0.220542861497961 0.670990452548722 0.384714841347886 0.573550964938477 0.0746137764654122 0.33120011317078 0.846838532248512
"42" 0.964025063614827 0.0494273453077767 0.362527872028295 0.535690686869202 0.178859623469179 0.85614725726191 0.476569546270184 0.629878991574515
"43" 0.143162626744015 0.283503310143715 0.956327454856364 0.42273440468125 0.752402649872238 0.690828026155941 0.0670067155442666 0.602069885731908
"44" 0.673999621416442 0.421092703851173 0.31219322187826 0.539835593139287 0.039396233682055 0.824854675447568 0.983264941518428 0.200038799608592
"45" 0.505463631096063 0.0678343058389146 0.467521275248146 0.926563898538006 0.227440245769685 0.863126086245757 0.70708818626008 0.337304496293655
"46" 0.556052135507343 0.871325521409744 0.149353672022698 0.103686608199496 0.493330769793829 0.280545455170795 0.9478833496687 0.643242340709548
"47" 0.905179928930011 0.495498183998279 0.266341328067938 0.54137267821352 0.767056585435057 0.72173401582404 0.210810020333156 0.0490285098785535
"48" 0.344245876563946 0.765551432908978 0.228488480002852 0.579621784214396 0.989979815727565 0.422521099681035 0.707139700534754 0.0188245814933907
"49" 0.906846074067289 0.615203876746818 0.860496563633205 0.0615678404574282 0.285252207657322 0.161634436371969 0.389779515768168 0.743164443323622
"50" 0.885547452431638 0.534090298082447 0.206387392798206 0.741623475187225 0.374174228432821 0.774560228543123 0.0274206102767494 0.43426287046168
"51" 0.928904198342934 0.733801119931741 0.532734593813075 0.303228188829962 0.496298999059945 0.0302243349433411 0.819238011172274 0.21263612768962
"52" 0.0881084206048399 0.156701486208476 0.769740880059544 0.710493779479293 0.456677184265573 0.532851175841643 0.310461535787908 0.895996894629207
"53" 0.23876441307948 0.534231160156196 0.756687673740089 0.275699831894599 0.708600549754919 0.375291367294267 0.0270353698288091 0.936840057140216
"54" 0.635766200954095 0.851717789337272 0.0857381772366352 0.277335712919012 0.533484706684249 0.238175583072007 0.416009489563294 0.926083296653815
"55" 0.945150306186406 0.853359392844141 0.104317722376436 0.535459718870698 0.321790416666772 0.70615155872656 0.152755189046729 0.426973837893456
"56" 0.928751233761432 0.673224963393295 0.0404091231175698 0.775970219547162 0.226722699619131 0.291589972650399 0.379960939288139 0.520334355445812
"57" 0.272939084738027 0.599940931220772 0.0314183969458099 0.927594866137952 0.792196763417451 0.646105244697537 0.125048297719331 0.385567408869974
"58" 0.0251527338987216 0.889726037887158 0.486755919002462 0.368464911938645 0.507102645962732 0.127893814002164 0.729636382573517 0.756475676782429
