"slope" "angle" "top.layer3" "bot.layer3" "vs2" "vs3" "vs4" "density" "freq" "train.response"
"4" -1.05860059981555 -0.558499403421853 -0.290972465440554 0.122550153541805 0.337188979053866 1.32896906221967 0.56731848770592 1.56406513893968 0.267098646622499 2.77387444471221
"9" -1.05860059981555 0.359581807682563 -0.290972465440554 0.122550153541805 0.419909366432919 -1.28278559570754 -0.536724524711228 0.954435758311492 -1.19886538533414 4.85268562983867
"16" -1.05860059981555 -0.558499403421853 -0.290972465440554 -0.262424150778001 0.282042054134497 0.953838989400853 -1.56095719888135 -0.874452383573074 1.00008066260082 0.663824858914628
"18" -1.05860059981555 -0.558499403421853 1.46363536636178 0.122550153541805 -0.131559882760769 1.85273557898555 1.14594343999683 -0.874452383573074 0.267098646622499 1.24096396730653
"31" -1.05860059981555 -1.47658061452627 1.46363536636178 -0.647398455097806 -0.145346613990611 -0.734246338283802 -1.44124169151082 0.344806377683303 1.00008066260082 4.52899380622143
"35" -1.05860059981555 -1.47658061452627 -1.46071101997545 -0.647398455097806 0.626710334880552 -0.840415226817428 0.87325811765284 -1.48408176420126 -0.465883369355819 5.49993585572973
"36" -1.05860059981555 -1.47658061452627 -1.46071101997545 0.122550153541805 0.592243506805947 -0.950123078302175 0.600572795308846 0.954435758311492 0.267098646622499 2.16076531449216
"52" -1.05860059981555 -0.558499403421853 0.293896811826891 -1.41734706373742 0.102814548146548 1.14494298876138 0.620525379870602 0.344806377683303 0.267098646622499 2.15151501531691
"54" -1.05860059981555 0.359581807682563 0.878766089094337 -0.647398455097806 -0.0212660329220315 -1.09168159634701 0.12171076582671 0.344806377683303 2.46604469455745 0.366213772845682
"57" -1.05860059981555 0.359581807682563 0.293896811826891 -1.41734706373742 0.178641569910681 -1.42080515080125 -0.503470217108301 0.344806377683303 -1.19886538533414 2.32393572481592
"60" -1.05860059981555 0.971635948418841 0.878766089094337 1.27747306650122 0.157961473065917 0.0407865480116684 -1.00893569267278 1.56406513893968 -1.19886538533414 2.88799504310422
"63" -1.05860059981555 -0.558499403421853 0.293896811826891 -1.03237275941761 0.075241085686864 1.69348224618511 -1.42128910694906 0.954435758311492 1.00008066260082 3.9943293204413
"65" -1.05860059981555 0.359581807682563 -0.875841742708 -1.03237275941761 -1.15867135938401 -1.11291537405374 1.51839168514961 0.954435758311492 -0.465883369355819 12.0530695766588
"78" -1.05860059981555 0.359581807682563 -0.875841742708 -1.41734706373742 -1.21381828430338 -1.39957137309453 -1.28827187653736 0.344806377683303 1.73306267857914 0.229706008386563
"82" -1.05860059981555 0.971635948418841 0.878766089094337 0.122550153541805 -1.44129934959578 0.458384176243931 1.21910291672327 -1.48408176420126 0.267098646622499 5.92890075490969
"90" -0.062270623518562 -0.558499403421853 0.878766089094337 1.66244737082103 -1.40683252152117 1.51653409862907 -0.663090893602347 -0.874452383573074 -0.465883369355819 2.32415112572964
"97" -0.062270623518562 1.27766301878698 -1.46071101997545 -1.03237275941761 -1.01391068147067 0.0974099552296023 1.55829685427312 0.344806377683303 -0.465883369355819 9.45139276464606
"98" -0.062270623518562 1.27766301878698 -1.46071101997545 0.892498762181415 -1.02769741270051 0.125721658838569 1.23905550128503 -0.264823002944885 0.267098646622499 5.66492882004402
"105" -0.062270623518562 -0.558499403421853 -1.46071101997545 0.122550153541805 -0.972550487781144 1.07416372973896 -0.46356504798479 0.954435758311492 -1.19886538533414 6.24400943795181
"115" -0.062270623518562 1.27766301878698 0.293896811826891 1.27747306650122 -1.28964530606751 -0.058304414619716 0.959719317420448 -0.874452383573074 -0.465883369355819 5.64765895373347
"139" -0.062270623518562 1.27766301878698 -0.290972465440554 0.892498762181415 1.59178152096951 0.171728177203141 -0.802758985534636 -0.874452383573074 -1.19886538533414 0.882512751503273
"140" -0.062270623518562 1.27766301878698 -0.290972465440554 -1.41734706373742 1.55042132727998 0.0832541034251188 -0.962379662028682 0.344806377683303 -0.465883369355819 6.47037755698952
"153" -0.062270623518562 1.27766301878698 1.46363536636178 -1.03237275941761 0.950698518781844 -0.125544710691013 -0.430310740381864 0.344806377683303 -1.19886538533414 6.70091605246083
"155" -0.062270623518562 0.359581807682563 1.46363536636178 -0.262424150778001 0.971378615626607 -1.47742855801919 -0.789457262493466 -1.48408176420126 -1.19886538533414 1.86689384310461
"161" -0.062270623518562 -0.558499403421853 -0.875841742708 -1.41734706373742 1.82615595187682 1.71117706094072 1.64475805404073 0.954435758311492 0.267098646622499 3.66106351153077
"164" -0.062270623518562 -1.47658061452627 -0.875841742708 0.50752445786161 1.79858248941714 -0.390966932025078 0.73359002572055 1.56406513893968 0.267098646622499 2.8345425110599
"185" 1.43222434092693 0.359581807682563 0.878766089094337 -1.03237275941761 1.25400660583837 -1.2757076698053 -0.403707294299523 0.954435758311492 -1.19886538533414 3.12747700980897
"186" 1.43222434092693 0.359581807682563 0.878766089094337 2.04742167514083 1.21264641214885 -1.21554529963624 -0.589931416875909 -0.874452383573074 -0.465883369355819 5.99915075190007
"193" 1.43222434092693 0.359581807682563 -0.290972465440554 -1.41734706373742 -0.503801625966509 -1.56590263179721 1.68466322316424 0.344806377683303 0.267098646622499 3.8310545812987
"194" 1.43222434092693 0.359581807682563 -0.290972465440554 0.892498762181415 -0.531375088426193 -1.51281818753039 1.35877100865556 -0.874452383573074 0.267098646622499 2.86502237212799
"196" 1.43222434092693 1.27766301878698 -0.290972465440554 0.50752445786161 -0.517588357196351 -0.182168117908946 0.766844333323476 1.56406513893968 0.267098646622499 8.83316179481902
"209" 1.43222434092693 1.27766301878698 1.46363536636178 0.50752445786161 -0.855363272327485 0.0266306962071849 1.70461580772599 1.56406513893968 -0.465883369355819 10.6779945637374
