"slope" "angle" "top.layer3" "bot.layer3" "vs2" "vs3" "vs4" "density" "freq" "train.response"
"1" -1.05860059981555 -1.47658061452627 -0.290972465440554 -1.03237275941761 0.357869075898629 -0.543142338923275 1.43858134690258 0.344806377683303 0.267098646622499 4.81372651423313
"11" -1.05860059981555 0.971635948418841 -0.290972465440554 1.27747306650122 0.433696097662761 0.398221806074876 -0.882569323781659 -0.264823002944885 -1.19886538533414 1.67327546707172
"16" -1.05860059981555 -0.558499403421853 -0.290972465440554 -0.262424150778001 0.282042054134497 0.953838989400853 -1.56095719888135 -0.874452383573074 1.00008066260082 0.663824858914628
"17" -1.05860059981555 -0.558499403421853 1.46363536636178 1.27747306650122 -0.103986420301085 1.65455365372279 1.45853393146434 1.56406513893968 0.267098646622499 4.10892967746936
"26" -1.05860059981555 0.971635948418841 1.46363536636178 1.27747306650122 -0.0764129578414003 0.635332323799975 -0.702996062725858 -0.264823002944885 -0.465883369355819 4.8393317074703
"27" -1.05860059981555 0.359581807682563 1.46363536636178 0.122550153541805 -0.0350527641518737 -1.00674648552011 -0.869267600740489 -1.48408176420126 -1.19886538533414 0.739268711780998
"29" -1.05860059981555 -0.558499403421853 1.46363536636178 -0.262424150778001 -0.159133345220454 1.29357943270846 -1.17520723068741 -1.48408176420126 1.00008066260082 3.64939742992065
"33" -1.05860059981555 -0.558499403421853 -1.46071101997545 -1.03237275941761 0.61292360365071 0.815819434307139 1.4784865160261 0.954435758311492 0.267098646622499 3.90120458630118
"36" -1.05860059981555 -1.47658061452627 -1.46071101997545 0.122550153541805 0.592243506805947 -0.950123078302175 0.600572795308846 0.954435758311492 0.267098646622499 2.16076531449216
"38" -1.05860059981555 0.971635948418841 -0.875841742708 0.50752445786161 0.447482828892604 0.274358102785646 0.108409042785539 1.56406513893968 2.46604469455745 0.599625840390127
"39" -1.05860059981555 0.359581807682563 -1.46071101997545 -1.41734706373742 0.495736388197051 -1.26509078095193 -0.111069387393773 0.344806377683303 1.73306267857914 0.762002599397073
"44" -1.05860059981555 0.359581807682563 -0.875841742708 -1.03237275941761 0.661177162955158 -1.55882470589497 -1.01558655419336 0.344806377683303 -0.465883369355819 5.77086613560601
"50" -1.05860059981555 -1.47658061452627 0.878766089094337 0.122550153541805 0.0890278169167062 -0.64223330155466 1.18584860912035 -1.48408176420126 0.267098646622499 2.32610270316033
"51" -1.05860059981555 -0.558499403421853 0.293896811826891 1.27747306650122 0.130388010606233 1.18387158122371 0.893210702214596 -0.264823002944885 -0.465883369355819 3.75453159379679
"54" -1.05860059981555 0.359581807682563 0.878766089094337 -0.647398455097806 -0.0212660329220315 -1.09168159634701 0.12171076582671 0.344806377683303 2.46604469455745 0.366213772845682
"58" -1.05860059981555 0.359581807682563 0.878766089094337 1.66244737082103 0.144174741836075 -1.36418174358332 -0.683043478164102 -0.874452383573074 -0.465883369355819 5.43598246642373
"61" -1.05860059981555 -1.47658061452627 0.293896811826891 -0.647398455097806 0.0614543544570218 -0.249408413980243 -1.15525464612565 -1.48408176420126 1.00008066260082 3.43315325739171
"66" -1.05860059981555 0.359581807682563 -0.875841742708 1.27747306650122 -1.17935145622878 -1.04921404093356 1.2058011936821 -0.874452383573074 0.267098646622499 4.1414297503581
"67" -1.05860059981555 0.971635948418841 -0.875841742708 -0.647398455097806 -1.15177799376909 0.69903365692015 0.906512425255766 -0.874452383573074 -0.465883369355819 4.57849948861167
"73" -1.05860059981555 -1.47658061452627 -0.875841742708 0.122550153541805 -1.12420453130941 -0.405122783829561 -0.490168494067131 1.56406513893968 -1.19886538533414 8.07500149351764
"74" -1.05860059981555 -1.47658061452627 -0.875841742708 -0.647398455097806 -1.13799126253925 -0.221096710371276 -0.669741755122932 -1.48408176420126 -0.465883369355819 7.80109807477832
"75" -1.05860059981555 -0.558499403421853 -0.875841742708 1.27747306650122 -1.11041780007957 1.77133943110977 -0.842664154658148 -0.264823002944885 -1.19886538533414 4.62465721378978
"80" -1.05860059981555 0.971635948418841 -0.875841742708 -0.262424150778001 -1.20003155307354 0.214195732616591 -1.53435375279901 -1.48408176420126 1.00008066260082 1.51100163445096
"83" -1.05860059981555 0.359581807682563 0.878766089094337 1.27747306650122 -1.41372588713609 -1.2261621884896 0.926465009817522 -0.264823002944885 -0.465883369355819 5.02447995330096
"84" -1.05860059981555 0.359581807682563 0.878766089094337 -1.41734706373742 -1.43440598398086 -1.24385700324521 0.647128825952942 0.344806377683303 0.267098646622499 5.84867694113669
