"slope" "angle" "top.layer3" "bot.layer3" "vs2" "vs3" "vs4" "density" "freq" "train.response"
"1" -1.05860059981555 -1.47658061452627 -0.290972465440554 -1.03237275941761 0.357869075898629 -0.543142338923275 1.43858134690258 0.344806377683303 0.267098646622499 4.81372651423313
"3" -1.05860059981555 -0.558499403421853 -0.290972465440554 -0.647398455097806 0.371655807128471 1.59439128355373 0.840003810049914 -1.48408176420126 -0.465883369355819 6.15653301268306
"7" -1.05860059981555 0.971635948418841 -0.290972465440554 -1.41734706373742 0.247575226059892 -0.11492782183765 -0.137672833476114 0.344806377683303 1.73306267857914 1.29445380915949
"9" -1.05860059981555 0.359581807682563 -0.290972465440554 0.122550153541805 0.419909366432919 -1.28278559570754 -0.536724524711228 0.954435758311492 -1.19886538533414 4.85268562983867
"11" -1.05860059981555 0.971635948418841 -0.290972465440554 1.27747306650122 0.433696097662761 0.398221806074876 -0.882569323781659 -0.264823002944885 -1.19886538533414 1.67327546707172
"15" -1.05860059981555 -0.558499403421853 -0.290972465440554 0.50752445786161 0.309615516594181 0.783968767747051 -1.4478925530314 1.56406513893968 1.00008066260082 0.0685150420214017
"16" -1.05860059981555 -0.558499403421853 -0.290972465440554 -0.262424150778001 0.282042054134497 0.953838989400853 -1.56095719888135 -0.874452383573074 1.00008066260082 0.663824858914628
"18" -1.05860059981555 -0.558499403421853 1.46363536636178 0.122550153541805 -0.131559882760769 1.85273557898555 1.14594343999683 -0.874452383573074 0.267098646622499 1.24096396730653
"20" -1.05860059981555 -1.47658061452627 1.46363536636178 -1.41734706373742 -0.117773151530927 -0.352038339562748 0.587271072267675 0.344806377683303 0.267098646622499 2.9847983559384
"22" -1.05860059981555 0.971635948418841 1.46363536636178 -1.03237275941761 -0.234960366984586 0.0690982516206353 0.0951073197443688 0.954435758311492 2.46604469455745 2.4917632423534
"33" -1.05860059981555 -0.558499403421853 -1.46071101997545 -1.03237275941761 0.61292360365071 0.815819434307139 1.4784865160261 0.954435758311492 0.267098646622499 3.90120458630118
"34" -1.05860059981555 -0.558499403421853 -0.875841742708 1.27747306650122 0.578456775576105 0.918449359889644 1.16589602455859 -0.264823002944885 0.267098646622499 3.4255468001007
"36" -1.05860059981555 -1.47658061452627 -1.46071101997545 0.122550153541805 0.592243506805947 -0.950123078302175 0.600572795308846 0.954435758311492 0.267098646622499 2.16076531449216
"38" -1.05860059981555 0.971635948418841 -0.875841742708 0.50752445786161 0.447482828892604 0.274358102785646 0.108409042785539 1.56406513893968 2.46604469455745 0.599625840390127
"39" -1.05860059981555 0.359581807682563 -1.46071101997545 -1.41734706373742 0.495736388197051 -1.26509078095193 -0.111069387393773 0.344806377683303 1.73306267857914 0.762002599397073
"41" -1.05860059981555 0.971635948418841 -1.46071101997545 -0.262424150778001 0.674963894185 -0.19632396971343 -0.510121078628887 1.56406513893968 -1.19886538533414 6.00392120168807
"42" -1.05860059981555 0.971635948418841 -0.875841742708 -0.647398455097806 0.640497066110394 -0.00168100740178209 -0.689694339684688 -1.48408176420126 -0.465883369355819 5.65806997084936
"43" -1.05860059981555 0.359581807682563 -1.46071101997545 0.892498762181415 0.695643991029763 -1.54112989113936 -0.862616739219903 -0.264823002944885 -1.19886538533414 0.853013615858084
"49" -1.05860059981555 -1.47658061452627 0.293896811826891 0.892498762181415 0.116601279376391 -0.80502559730622 1.49843910058785 1.56406513893968 0.267098646622499 1.12900767119691
"52" -1.05860059981555 -0.558499403421853 0.293896811826891 -1.41734706373742 0.102814548146548 1.14494298876138 0.620525379870602 0.344806377683303 0.267098646622499 2.15151501531691
"57" -1.05860059981555 0.359581807682563 0.293896811826891 -1.41734706373742 0.178641569910681 -1.42080515080125 -0.503470217108301 0.344806377683303 -1.19886538533414 2.32393572481592
"61" -1.05860059981555 -1.47658061452627 0.293896811826891 -0.647398455097806 0.0614543544570218 -0.249408413980243 -1.15525464612565 -1.48408176420126 1.00008066260082 3.43315325739171
"67" -1.05860059981555 0.971635948418841 -0.875841742708 -0.647398455097806 -1.15177799376909 0.69903365692015 0.906512425255766 -0.874452383573074 -0.465883369355819 4.57849948861167
"71" -1.05860059981555 -0.558499403421853 -0.875841742708 -1.41734706373742 -1.2207116499183 1.10955335925017 -0.0844659413114323 0.954435758311492 1.73306267857914 1.04485141860762
"73" -1.05860059981555 -1.47658061452627 -0.875841742708 0.122550153541805 -1.12420453130941 -0.405122783829561 -0.490168494067131 1.56406513893968 -1.19886538533414 8.07500149351764
"76" -1.05860059981555 -0.558499403421853 -0.875841742708 -1.03237275941761 -1.13109789692433 1.73241083864744 -1.00228483115219 0.344806377683303 -1.19886538533414 9.62082846005591
"80" -1.05860059981555 0.971635948418841 -0.875841742708 -0.262424150778001 -1.20003155307354 0.214195732616591 -1.53435375279901 -1.48408176420126 1.00008066260082 1.51100163445096
"81" -1.05860059981555 0.971635948418841 0.878766089094337 0.892498762181415 -1.42061925275102 0.246046399176679 1.53834426971136 1.56406513893968 -0.465883369355819 9.48751087938509
"83" -1.05860059981555 0.359581807682563 0.878766089094337 1.27747306650122 -1.41372588713609 -1.2261621884896 0.926465009817522 -0.264823002944885 -0.465883369355819 5.02447995330096
"93" -0.062270623518562 1.27766301878698 0.878766089094337 -0.647398455097806 -1.45508608082562 -0.0299927110107491 -1.1353020615639 -1.48408176420126 1.00008066260082 6.25522665684593
"95" -0.062270623518562 0.359581807682563 0.878766089094337 -1.03237275941761 -1.4481927152107 -1.57651952065057 -1.40798738390789 0.954435758311492 1.00008066260082 2.82906858051329
