0.9595959596	-0.292929293
0.8383838384	0.2525252525
1	0.0707070707
-0.01010101	0.595959596
0.3535353535	-0.070707071
-0.111111111	0.3737373737
-0.616161616	0.696969697
0.4747474747	0.8585858586
-0.050505051	-0.636363636
-0.97979798	-0.535353535
0.0101010101	-0.373737374
-0.131313131	-0.818181818
0.1919191919	0.5757575758
0.595959596	-0.494949495
0.0303030303	-0.171717172
0.5151515152	-0.898989899
-0.656565657	-0.313131313
-0.676767677	0.0101010101
0.4949494949	-0.696969697
-0.939393939	-0.737373737
-0.636363636	-0.838383838
0.3333333333	-0.252525253
-0.717171717	0.1919191919
0.2121212121	-0.414141414
0.3131313131	0.7373737374
-0.333333333	0.4545454545
-0.737373737	0.3939393939
0.8181818182	0.7777777778
0.8585858586	0.9797979798
-1	-0.111111111
-0.818181818	-0.191919192
-0.838383838	-0.939393939
-0.696969697	0.898989899
-0.757575758	-0.656565657
0.7171717172	-0.878787879
-0.070707071	-0.01010101
0.2727272727	0.9393939394
0.898989899	-0.595959596
0.6161616162	0.7171717172
-0.878787879	0.8181818182
-0.575757576	-0.151515152
0.3939393939	0.5353535354
0.1515151515	-0.616161616
0.5353535354	-0.090909091
-0.313131313	-0.777777778
-0.191919192	-0.212121212
0.2929292929	-0.757575758
-0.03030303	-0.97979798
-0.95959596	-0.333333333
0.1717171717	-0.050505051
-0.353535354	0.2323232323
0.1111111111	0.7575757576
-0.393939394	-0.131313131
-0.232323232	1
0.0707070707	0.9595959596
0.6767676768	0.3535353535
0.4141414141	0.1111111111
-0.434343434	-0.353535354
0.0909090909	0.4141414141
-0.212121212	0.6161616162
-0.919191919	0.4747474747
0.2323232323	0.1313131313
0.5757575758	0.5151515152
0.9191919192	-0.797979798
-0.898989899	0.2727272727
0.696969697	-0.676767677
-0.151515152	0.1717171717
0.9393939394	0.4343434343
0.7373737374	-0.232323232
0.8787878788	-1
-0.414141414	0.6767676768
0.5555555556	-0.272727273
-0.595959596	-0.515151515
-0.292929293	0.0303030303
0.4545454545	0.3333333333
0.0505050505	0.2121212121
0.7777777778	-0.434343434
-0.474747475	0.8787878788
-0.494949495	-0.717171717
0.6363636364	0.1515151515
-0.373737374	-0.575757576
0.6565656566	0.9191919192
0.1313131313	-0.858585859
-0.535353535	0.4949494949
-0.171717172	-0.474747475
-0.777777778	-0.454545455
-0.797979798	0.6363636364
-0.555555556	0.2929292929
-0.515151515	0.0909090909
-0.252525253	-0.95959596
0.797979798	-0.03030303
0.2525252525	0.3131313131
0.9797979798	0.6565656566
-0.454545455	-0.919191919
-0.090909091	0.8383838384
0.4343434343	-0.393939394
0.7575757576	0.5555555556
-0.272727273	0.797979798
0.3737373737	-0.555555556
-0.858585859	0.0505050505
