"V1" "V2"
"1" 0.411414758984133 0.925083202492845
"2" 0.299312650159534 0.271354164445906
"3" 0.751434469113259 0.489459361548402
"4" 0.812183364444146 0.819944122074438
"5" 0.468881280460794 0.633935431916533
"6" 0.570532595855184 0.00160869054629334
"7" 0.617846678659719 0.343425141497781
"8" 0.964654251716898 0.549369895182151
"9" 0.268758205098233 0.683587812835218
"10" 0.00890851829067937 0.761652011690395
"11" 0.88698910176754 0.185383945071538
"12" 0.131951082763927 0.420537992330667
"13" 0.650182015528636 0.935831049224362
"14" 0.214101787473607 0.0797886566890936
