"V1" "V2"
"1" 0.114512263398085 0.408975627672459
"2" 0.641349933343008 0.566778249256978
"3" 0.346394146293668 0.260619602299162
"4" 0.84333552325344 0.147199940468584
"5" 0.055736302414776 0.699079309523638
"6" 0.521669344477622 0.123138945799188
"7" 0.483031020849012 0.943493193215025
"8" 0.712428547475221 0.313477132103539
"9" 0.418006076494099 0.633623100867096
"10" 0.927447698345142 0.852986804242911
"11" 0.228278793810335 0.870574276179208
"12" 0.188899247790687 0.0563019405983921
"13" 0.761728123545514 0.734092609990122
"14" 0.993015597790613 0.442220609884576
