"V1" "V2"
"1" 0.884518747716876 0.2492603895454
"2" 0.0172027265154091 0.412293773427206
"3" 0.796583373465442 0.904376560223422
"4" 0.501691517436744 0.975519538208443
"5" 0.372807585268414 0.70409085749582
"6" 0.172652882307635 0.541271068238919
"7" 0.316587617720610 0.153738443157636
"8" 0.615294962672384 0.333593575865962
"9" 0.69022702505546 0.00704565637611917
"10" 0.999073981224293 0.773690824180708
"11" 0.280240604870154 0.791191134601831
"12" 0.450803509564139 0.488169227244465
"13" 0.0759699595094259 0.140181592033644
"14" 0.785062034780692 0.620690956345892
